difficulty	stability	retrievability	delta_t	reps	lapses	last_date	due	r_history	t_history	p_history	states	time	factor
5.29	218.67	0.96	75.0	8	0	224.0	435	3,3,2,3,2,3,4,4	0,1.0,3.0,4.0,9.0,11.0,24.0,69.0	0.3,0.98,0.96,0.95,0.94,0.92,0.91,0.90	tensor([218.6730,   5.2889])	0.02	2.5
3.74	372.59	0.99	22.0	7	0	277.0	564	4,3,2,2,4,3,4	0,4.0,10.0,12.0,14.0,40.0,94.0	0.33,0.96,0.95,0.94,0.93,0.93,0.92	tensor([372.5893,   3.7449])	0.01	2.5
5.97	127.81	0.98	24.0	6	0	275.0	424	1,3,4,4,4,2	0,1.0,3.0,10.0,34.0,124.0	0.19,0.91,0.88,0.89,0.90,0.90	tensor([127.8132,   5.9686])	0.01	2.8
1.29	455.01	1.0	8.0	5	0	291.0	644	4,4,4,3,3	0,4.0,13.0,45.0,126.0	0.33,0.96,0.95,0.95,0.93	tensor([455.0072,   1.2921])	0.01	2.8
7.81	42.87	0.93	30.0	6	1	269.0	318	3,3,4,4,1,3,4,3,2,2,2	0,1.0,3.0,10.0,34.0,1.0,3.0,10.0,28.0,34.0,41.0	0.3,0.98,0.96,0.95,0.94,0.98,0.97,0.95,0.93,0.92,0.90	tensor([42.8663,  7.8100])	0.02	2.3
7.46	72.93	0.92	55.0	5	2	244.0	380	1,4,2,4,3,1,4,1,4,2,4,3,4	0,1.0,4.0,5.0,16.0,42.0,1.0,4.0,1.0,4.0,5.0,16.0,41.0	0.19,0.91,0.89,0.87,0.88,0.88,0.98,0.94,0.95,0.88,0.85,0.80,0.81	tensor([72.9333,  7.4607])	0.03	2.7
3.76	48.97	0.97	14.0	3	2	285.0	312	4,3,1,4,3,4,4,1,3,3,4	0,4.0,10.0,1.0,4.0,10.0,32.0,108.0,1.0,3.0,8.0	0.33,0.96,0.95,0.97,0.95,0.94,0.94,0.94,0.99,0.97,0.96	tensor([48.9658,  3.7599])	0.02	2.7
1.29	444.78	0.99	27.0	5	0	272.0	600	4,4,3,4,3	0,4.0,13.0,34.0,117.0	0.33,0.96,0.95,0.94,0.94	tensor([444.7809,   1.2884])	0.01	2.8
9.91	34.04	0.81	72.0	7	2	227.0	308	1,3,2,2,1,1,3,3,3,4,2,3,3	0,1.0,3.0,4.0,5.0,1.0,1.0,3.0,5.0,9.0,21.0,25.0,45.0	0.19,0.91,0.88,0.84,0.81,0.92,0.88,0.80,0.83,0.83,0.83,0.81,0.80	tensor([34.0363,  9.9062])	0.02	1.8
6.22	122.85	0.96	47.0	7	0	252.0	367	4,3,3,2,2,2,4	0,4.0,10.0,25.0,30.0,36.0,43.0	0.33,0.96,0.95,0.94,0.93,0.92,0.90	tensor([122.8488,   6.2217])	0.01	2.2
4.72	304.04	0.98	52.0	6	0	247.0	593	1,3,4,4,3,4	0,1.0,3.0,10.0,34.0,95.0	0.19,0.91,0.88,0.89,0.90,0.89	tensor([304.0358,   4.7247])	0.01	2.95
7.48	37.67	0.95	19.0	4	4	280.0	314	3,3,2,3,1,4,2,3,3,1,2,3,3,4,3,1,3,4,3,1,4,3,4,3	0,1.0,3.0,4.0,9.0,1.0,4.0,5.0,11.0,24.0,1.0,2.0,4.0,7.0,16.0,31.0,1.0,3.0,7.0,13.0,1.0,4.0,7.0,17.0	0.3,0.98,0.96,0.95,0.94,0.97,0.92,0.90,0.88,0.86,0.97,0.95,0.92,0.89,0.87,0.87,0.98,0.94,0.91,0.90,0.97,0.91,0.91,0.91	tensor([37.6651,  7.4783])	0.05	2.0
8.1	84.04	0.96	29.0	6	1	270.0	407	2,4,1,4,4,3,2,2,3	0,1.0,4.0,1.0,4.0,14.0,39.0,47.0,56.0	0.19,0.92,0.92,0.95,0.91,0.92,0.90,0.89,0.87	tensor([84.0398,  8.1008])	0.02	2.45
1.62	211.43	0.99	17.0	4	1	282.0	418	3,3,3,4,4,1,3,4,4,4	0,1.0,3.0,8.0,26.0,90.0,1.0,3.0,10.0,36.0	0.3,0.98,0.96,0.94,0.94,0.93,0.99,0.97,0.95,0.94	tensor([211.4345,   1.6162])	0.02	3.05
6.21	42.53	0.9	43.0	3	2	256.0	302	1,3,3,3,3,1,4,4,3,1,4,4,4	0,1.0,3.0,8.0,20.0,50.0,1.0,4.0,13.0,34.0,1.0,4.0,13.0	0.19,0.91,0.88,0.87,0.86,0.84,0.98,0.93,0.90,0.88,0.98,0.93,0.90	tensor([42.5291,  6.2112])	0.03	2.85
8.09	110.33	0.98	16.0	8	0	283.0	464	2,3,2,3,3,4,2,3	0,1.0,3.0,4.0,9.0,21.0,64.0,77.0	0.19,0.92,0.91,0.88,0.89,0.88,0.88,0.86	tensor([110.3321,   8.0870])	0.02	2.35
1.61	472.03	0.99	52.0	6	0	247.0	593	3,3,4,4,3,4	0,1.0,3.0,10.0,34.0,95.0	0.3,0.98,0.96,0.95,0.94,0.93	tensor([472.0252,   1.6126])	0.01	2.95
5.96	118.31	0.9	124.0	6	0	175.0	320	1,4,3,2,4,4	0,1.0,4.0,11.0,13.0,42.0	0.19,0.91,0.89,0.89,0.87,0.87	tensor([118.3080,   5.9575])	0.01	2.8
7.17	81.89	0.86	122.0	7	0	177.0	317	1,4,2,2,3,4,4	0,1.0,4.0,5.0,6.0,14.0,43.0	0.19,0.91,0.89,0.87,0.84,0.81,0.80	tensor([81.8863,  7.1736])	0.02	2.65
3.74	267.5	0.97	68.0	7	0	231.0	423	4,2,4,2,2,4,4	0,4.0,5.0,15.0,18.0,22.0,63.0	0.33,0.96,0.95,0.95,0.94,0.93,0.93	tensor([267.5022,   3.7449])	0.02	2.5
2.54	28.37	0.99	3.0	2	1	296.0	306	4,4,4,3,1,3,4	0,4.0,13.0,45.0,126.0,1.0,3.0	0.33,0.96,0.95,0.95,0.93,0.99,0.98	tensor([28.3723,  2.5416])	0.01	2.75
5.31	141.72	0.99	11.0	5	1	288.0	433	3,1,4,4,4,3,2	0,1.0,1.0,4.0,13.0,44.0,121.0	0.3,0.98,0.95,0.92,0.93,0.93,0.91	tensor([141.7165,   5.3112])	0.01	2.6
7.48	160.8	0.99	17.0	8	0	282.0	552	1,3,2,2,4,4,3,3	0,1.0,3.0,4.0,5.0,14.0,43.0,108.0	0.19,0.91,0.88,0.84,0.81,0.81,0.85,0.85	tensor([160.8008,   7.4821])	0.02	2.5
7.49	25.76	0.95	12.0	3	3	287.0	313	1,3,2,1,4,3,3,1,4,3,3,2,4,1,4,4,3	0,1.0,3.0,4.0,1.0,4.0,9.0,21.0,1.0,4.0,9.0,20.0,24.0,66.0,1.0,4.0,11.0	0.19,0.91,0.88,0.84,0.92,0.84,0.86,0.85,0.97,0.91,0.89,0.87,0.85,0.81,0.98,0.93,0.91	tensor([25.7604,  7.4886])	0.03	2.35
2.86	339.24	0.99	27.0	6	0	272.0	577	3,4,4,3,3,3	0,1.0,4.0,14.0,39.0,109.0	0.3,0.98,0.96,0.95,0.94,0.92	tensor([339.2421,   2.8602])	0.01	2.8
8.72	42.35	0.87	55.0	8	1	244.0	335	2,3,2,3,2,1,4,2,3,2,2,3,3,4	0,1.0,3.0,4.0,9.0,11.0,1.0,4.0,5.0,10.0,12.0,14.0,24.0,41.0	0.19,0.92,0.91,0.88,0.89,0.87,0.96,0.89,0.87,0.84,0.81,0.78,0.80,0.80	tensor([42.3459,  8.7177])	0.03	1.85
6.56	10.75	0.97	3.0	1	1	296.0	300	3,3,3,4,3,2,1,4	0,1.0,3.0,8.0,26.0,69.0,83.0,1.0	0.3,0.98,0.96,0.94,0.94,0.92,0.91,0.99	tensor([10.7522,  6.5550])	0.02	2.45
7.18	154.95	1.0	4.0	7	0	295.0	565	1,3,3,4,3,2,4	0,1.0,3.0,8.0,26.0,69.0,83.0	0.19,0.91,0.88,0.87,0.88,0.87,0.84	tensor([154.9527,   7.1847])	0.02	2.65
4.71	143.93	0.92	120.0	4	1	179.0	326	1,4,4,1,4,3,4,4	0,1.0,4.0,14.0,1.0,4.0,11.0,39.0	0.19,0.91,0.89,0.91,0.97,0.93,0.91,0.90	tensor([143.9344,   4.7133])	0.02	3.05
4.99	268.41	0.99	17.0	6	1	282.0	550	3,2,3,3,3,1,2,3,4,4,4,4	0,1.0,2.0,5.0,12.0,28.0,1.0,2.0,4.0,10.0,28.0,84.0	0.3,0.98,0.96,0.94,0.93,0.92,0.98,0.96,0.93,0.89,0.89,0.90	tensor([268.4093,   4.9913])	0.03	2.6
4.41	177.18	0.94	94.0	6	0	205.0	363	2,4,3,4,2,4	0,1.0,4.0,11.0,38.0,46.0	0.19,0.92,0.92,0.92,0.92,0.91	tensor([177.1829,   4.4088])	0.01	2.8
9.99	4.72	0.95	2.0	2	3	299.0	303	2,2,3,3,1,2,4,3,4,3,1,3,3,3,3,1,2,3	0,1.0,2.0,5.0,12.0,1.0,2.0,5.0,11.0,31.0,71.0,1.0,3.0,6.0,13.0,27.0,1.0,2.0	0.19,0.92,0.85,0.88,0.88,0.96,0.93,0.89,0.88,0.88,0.88,0.98,0.96,0.93,0.88,0.84,0.97,0.95	tensor([4.7212, 9.9859])	0.03	1.75
6.88	72.44	0.89	81.0	6	0	218.0	304	2,3,4,3,3,2	0,1.0,3.0,10.0,27.0,72.0	0.19,0.92,0.91,0.92,0.91,0.90	tensor([72.4393,  6.8820])	0.01	2.5
8.75	30.72	0.82	59.0	7	1	240.0	334	1,3,3,1,3,3,4,2,2,2,4	0,1.0,3.0,8.0,1.0,3.0,7.0,21.0,25.0,30.0,36.0	0.19,0.91,0.88,0.87,0.95,0.89,0.84,0.80,0.77,0.74,0.70	tensor([30.7167,  8.7457])	0.02	2.15
6.23	37.76	0.99	5.0	4	1	294.0	319	4,2,4,3,3,1,3,3,4,2	0,4.0,5.0,15.0,38.0,95.0,1.0,3.0,7.0,21.0	0.33,0.96,0.95,0.95,0.94,0.93,0.99,0.97,0.95,0.94	tensor([37.7585,  6.2283])	0.02	2.3
6.83	151.5	0.96	59.0	6	1	240.0	464	2,4,1,3,2,3,4,4,3	0,1.0,4.0,1.0,3.0,4.0,9.0,27.0,86.0	0.19,0.92,0.92,0.95,0.91,0.89,0.86,0.85,0.87	tensor([151.5013,   6.8347])	0.02	2.6
7.19	117.07	0.92	87.0	6	0	212.0	395	1,3,3,4,3,3	0,1.0,3.0,8.0,26.0,69.0	0.19,0.91,0.88,0.87,0.88,0.87	tensor([117.0685,   7.1941])	0.01	2.65
3.75	120.55	0.95	52.0	4	1	247.0	327	4,3,3,3,1,4,3,3,4	0,4.0,10.0,25.0,63.0,1.0,4.0,10.0,25.0	0.33,0.96,0.95,0.94,0.93,0.99,0.96,0.95,0.93	tensor([120.5461,   3.7542])	0.02	2.6
9.92	8.07	0.99	1.0	2	3	298.0	306	1,4,4,1,2,3,3,4,1,3,4,3,4,1,3,3	0,1.0,4.0,14.0,1.0,2.0,5.0,12.0,38.0,1.0,3.0,9.0,23.0,76.0,1.0,3.0	0.19,0.91,0.89,0.91,0.97,0.94,0.90,0.85,0.81,0.97,0.93,0.88,0.85,0.85,0.98,0.95	tensor([8.0749, 9.9173])	0.03	2.5
7.5	38.59	0.92	29.0	5	2	270.0	319	3,4,2,3,1,3,4,2,3,3,1,3,3,2,4,4	0,1.0,4.0,5.0,13.0,1.0,3.0,9.0,11.0,25.0,58.0,1.0,3.0,6.0,7.0,18.0	0.3,0.98,0.96,0.95,0.93,0.97,0.94,0.93,0.91,0.90,0.88,0.98,0.95,0.92,0.91,0.87	tensor([38.5896,  7.4951])	0.03	2.25
2.85	310.11	0.98	60.0	6	0	239.0	499	3,3,4,3,4,3	0,1.0,3.0,10.0,27.0,93.0	0.3,0.98,0.96,0.95,0.93,0.93	tensor([310.1086,   2.8491])	0.01	2.8
5.96	118.31	0.9	123.0	6	0	176.0	321	1,4,3,2,4,4	0,1.0,4.0,11.0,13.0,42.0	0.19,0.91,0.89,0.89,0.87,0.87	tensor([118.3080,   5.9575])	0.01	2.8
8.68	71.55	0.73	85.0	6	1	299.0	553	1,4,2,4,2,1,3,3,3,3,3,4	0,1.0,4.0,5.0,16.0,19.0,1.0,3.0,7.0,16.0,37.0,85.0	0.19,0.91,0.89,0.87,0.88,0.87,0.97,0.92,0.87,0.82,0.77,0.73	tensor([71.5495,  8.6760])	0.02	2.45
7.44	129.75	0.96	49.0	8	0	250.0	389	4,2,2,3,2,3,3,3	0,4.0,5.0,6.0,13.0,16.0,33.0,68.0	0.33,0.96,0.95,0.94,0.93,0.92,0.91,0.90	tensor([129.7465,   7.4371])	0.01	2.05
2.51	193.04	0.94	120.0	5	0	179.0	309	4,2,4,4,3	0,4.0,5.0,15.0,49.0	0.33,0.96,0.95,0.95,0.94	tensor([193.0446,   2.5138])	0.01	2.65
3.78	21.33	0.99	1.0	2	1	298.0	306	4,4,4,3,1,3,3	0,4.0,13.0,45.0,126.0,1.0,3.0	0.33,0.96,0.95,0.95,0.93,0.99,0.98	tensor([21.3343,  3.7819])	0.01	2.6
9.99	37.45	0.84	65.0	9	0	234.0	304	3,3,3,2,2,3,2,2,3	0,1.0,3.0,8.0,10.0,12.0,26.0,31.0,37.0	0.3,0.98,0.96,0.94,0.93,0.91,0.90,0.89,0.87	tensor([37.4465,  9.9859])	0.01	1.9
5.64	161.96	0.94	86.0	6	0	213.0	396	2,3,3,4,3,3	0,1.0,3.0,8.0,26.0,69.0	0.19,0.92,0.91,0.91,0.92,0.90	tensor([161.9604,   5.6380])	0.01	2.65
5.62	162.21	0.94	88.0	7	0	211.0	391	2,2,4,2,4,4,3	0,1.0,2.0,6.0,7.0,21.0,68.0	0.19,0.92,0.85,0.91,0.90,0.90,0.91	tensor([162.2099,   5.6223])	0.02	2.65
2.84	209.46	0.94	128.0	6	0	171.0	316	3,4,2,3,4,4	0,1.0,4.0,5.0,13.0,42.0	0.3,0.98,0.96,0.95,0.93,0.93	tensor([209.4641,   2.8417])	0.01	2.8
6.18	92.37	0.95	42.0	4	2	257.0	373	1,3,1,3,3,4,4,1,4,3,4,4	0,1.0,3.0,1.0,3.0,7.0,21.0,67.0,1.0,4.0,10.0,33.0	0.19,0.91,0.88,0.92,0.84,0.80,0.79,0.84,0.98,0.94,0.90,0.88	tensor([92.3681,  6.1801])	0.03	2.85
2.85	223.45	0.96	93.0	6	0	206.0	364	3,4,3,4,2,4	0,1.0,4.0,11.0,38.0,46.0	0.3,0.98,0.96,0.94,0.94,0.93	tensor([223.4455,   2.8528])	0.01	2.8
4.09	305.26	0.99	24.0	7	0	275.0	559	3,4,3,2,3,4,3	0,1.0,4.0,11.0,13.0,33.0,107.0	0.3,0.98,0.96,0.94,0.93,0.92,0.92	tensor([305.2578,   4.0856])	0.02	2.65
7.2	74.6	0.86	113.0	6	0	186.0	300	1,4,3,3,2,4	0,1.0,4.0,11.0,29.0,35.0	0.19,0.91,0.89,0.89,0.88,0.86	tensor([74.5980,  7.1977])	0.01	2.65
4.09	223.1	0.97	71.0	6	0	228.0	432	3,4,3,3,3,3	0,1.0,4.0,11.0,29.0,77.0	0.3,0.98,0.96,0.94,0.93,0.92	tensor([223.0989,   4.0893])	0.01	2.65
3.76	195.15	0.97	61.0	6	0	238.0	386	4,2,4,4,2,3	0,4.0,5.0,15.0,49.0,59.0	0.33,0.96,0.95,0.95,0.94,0.93	tensor([195.1543,   3.7588])	0.01	2.5
4.99	193.57	0.97	53.0	6	0	246.0	413	4,3,3,2,3,3	0,4.0,10.0,25.0,30.0,71.0	0.33,0.96,0.95,0.94,0.93,0.92	tensor([193.5662,   4.9916])	0.01	2.35
1.62	209.62	0.94	123.0	5	0	176.0	326	3,4,4,4,3	0,1.0,4.0,14.0,51.0	0.3,0.98,0.96,0.95,0.94	tensor([209.6163,   1.6163])	0.01	2.95
9.94	38.33	0.87	52.0	7	3	247.0	305	1,1,4,2,1,4,4,2,1,2,2,4,3,3,3,2	0,1.0,1.0,4.0,5.0,1.0,4.0,12.0,14.0,1.0,2.0,3.0,7.0,13.0,25.0,48.0	0.19,0.91,0.86,0.80,0.76,0.91,0.82,0.88,0.86,0.96,0.93,0.90,0.88,0.89,0.88,0.88	tensor([38.3335,  9.9450])	0.03	1.75
7.74	38.66	0.95	18.0	5	2	281.0	322	3,3,3,1,3,4,3,4,1,3,4,2,4,2	0,1.0,3.0,8.0,1.0,3.0,9.0,22.0,70.0,1.0,3.0,9.0,11.0,34.0	0.3,0.98,0.96,0.94,0.97,0.94,0.93,0.91,0.91,0.99,0.97,0.94,0.93,0.91	tensor([38.6639,  7.7440])	0.03	2.4
1.62	516.57	0.99	33.0	6	0	266.0	652	3,4,3,4,3,4	0,1.0,4.0,11.0,38.0,106.0	0.3,0.98,0.96,0.94,0.94,0.93	tensor([516.5677,   1.6162])	0.01	2.95
3.76	200.87	1.0	7.0	6	0	292.0	441	4,2,4,3,4,2	0,4.0,5.0,15.0,38.0,124.0	0.33,0.96,0.95,0.95,0.94,0.94	tensor([200.8735,   3.7588])	0.01	2.5
7.75	30.89	0.91	28.0	4	1	271.0	307	3,3,3,3,3,2,1,3,3,3,4	0,1.0,3.0,8.0,20.0,50.0,60.0,1.0,3.0,6.0,13.0	0.3,0.98,0.96,0.94,0.93,0.92,0.90,0.98,0.96,0.94,0.91	tensor([30.8904,  7.7472])	0.02	2.3
5.3	165.24	0.93	106.0	7	0	193.0	343	3,3,2,3,3,3,4	0,1.0,3.0,4.0,9.0,21.0,49.0	0.3,0.98,0.96,0.95,0.94,0.92,0.91	tensor([165.2369,   5.3000])	0.01	2.5
7.21	82.32	0.94	49.0	6	0	250.0	364	1,3,4,4,3,2	0,1.0,3.0,10.0,34.0,95.0	0.19,0.91,0.88,0.89,0.90,0.89	tensor([82.3235,  7.2052])	0.01	2.65
5.0	126.39	0.96	53.0	5	6	246.0	314	2,3,3,1,4,3,3,1,2,3,2,1,3,3,1,1,4,1,4,4,4,3,4	0,1.0,3.0,8.0,1.0,4.0,10.0,25.0,1.0,2.0,4.0,5.0,1.0,3.0,5.0,1.0,1.0,4.0,1.0,4.0,8.0,17.0,30.0	0.19,0.92,0.91,0.91,0.96,0.90,0.89,0.87,0.97,0.95,0.92,0.90,0.95,0.88,0.87,0.94,0.90,0.82,0.91,0.83,0.92,0.94,0.94	tensor([126.3870,   5.0024])	0.04	1.9
4.09	126.02	0.98	27.0	4	1	272.0	379	3,3,3,4,3,1,4,4,3,3	0,1.0,3.0,8.0,26.0,69.0,1.0,4.0,14.0,39.0	0.3,0.98,0.96,0.94,0.94,0.92,0.99,0.96,0.95,0.93	tensor([126.0228,   4.0856])	0.02	2.75
1.0	658.26	0.99	31.0	5	0	268.0	683	4,3,4,4,4	0,4.0,10.0,33.0,114.0	0.33,0.96,0.95,0.95,0.94	tensor([658.2623,   1.0000])	0.01	2.95
8.13	49.99	0.94	31.0	7	0	268.0	335	2,4,4,3,2,2,2	0,1.0,4.0,14.0,39.0,47.0,56.0	0.19,0.92,0.92,0.93,0.92,0.91,0.89	tensor([49.9947,  8.1286])	0.01	2.35
4.41	275.21	0.99	32.0	6	0	267.0	564	2,4,3,4,3,3	0,1.0,4.0,11.0,38.0,106.0	0.19,0.92,0.92,0.92,0.92,0.91	tensor([275.2058,   4.4126])	0.01	2.8
8.07	85.06	0.99	8.0	6	1	291.0	433	2,3,1,4,2,4,3,4,2	0,1.0,3.0,1.0,4.0,5.0,15.0,37.0,118.0	0.19,0.92,0.91,0.93,0.88,0.85,0.85,0.86,0.87	tensor([85.0622,  8.0714])	0.02	2.45
1.28	440.19	0.98	72.0	5	0	227.0	506	4,3,3,4,4	0,4.0,10.0,25.0,81.0	0.33,0.96,0.95,0.94,0.94	tensor([440.1867,   1.2773])	0.01	2.8
9.01	48.79	0.88	59.0	8	0	240.0	300	3,2,3,4,2,3,2,2	0,1.0,2.0,5.0,15.0,18.0,42.0,50.0	0.3,0.98,0.96,0.94,0.94,0.93,0.91,0.90	tensor([48.7917,  9.0134])	0.01	2.05
1.28	302.42	0.96	107.0	5	0	192.0	371	4,4,2,4,4	0,4.0,13.0,16.0,52.0	0.33,0.96,0.95,0.95,0.94	tensor([302.4213,   1.2810])	0.01	2.8
1.28	469.8	0.99	51.0	5	0	248.0	558	4,4,3,3,4	0,4.0,13.0,34.0,90.0	0.33,0.96,0.95,0.94,0.93	tensor([469.8007,   1.2847])	0.01	2.8
3.17	389.16	0.99	49.0	6	0	250.0	596	2,3,4,4,3,4	0,1.0,3.0,10.0,34.0,95.0	0.19,0.92,0.91,0.92,0.93,0.91	tensor([389.1597,   3.1686])	0.01	2.95
4.09	134.06	0.96	49.0	6	0	250.0	364	3,3,4,4,3,2	0,1.0,3.0,10.0,34.0,95.0	0.3,0.98,0.96,0.95,0.94,0.93	tensor([134.0608,   4.0931])	0.01	2.65
9.31	71.56	0.97	17.0	6	1	282.0	450	2,1,4,3,3,3,2,3	0,1.0,1.0,4.0,10.0,25.0,61.0,73.0	0.19,0.92,0.88,0.85,0.87,0.86,0.85,0.83	tensor([71.5591,  9.3125])	0.01	2.3
5.0	214.13	0.96	70.0	5	2	229.0	429	2,3,1,3,3,2,1,4,3,4,4,4	0,1.0,3.0,1.0,3.0,7.0,8.0,1.0,4.0,8.0,22.0,64.0	0.19,0.92,0.91,0.93,0.88,0.85,0.84,0.95,0.87,0.88,0.89,0.90	tensor([214.1306,   4.9950])	0.02	2.55
8.7	34.06	0.91	29.0	7	2	270.0	317	4,3,2,2,3,1,2,2,3,4,1,3,2,3,4,3,2,4	0,4.0,10.0,12.0,14.0,31.0,1.0,2.0,3.0,5.0,11.0,1.0,3.0,4.0,6.0,12.0,20.0,24.0	0.33,0.96,0.95,0.94,0.93,0.92,0.98,0.96,0.95,0.93,0.90,0.97,0.91,0.89,0.89,0.88,0.90,0.88	tensor([34.0579,  8.6973])	0.03	1.65
7.4	127.89	0.99	8.0	6	2	291.0	453	4,3,2,1,3,4,3,1,4,2,4,3,3,3	0,4.0,10.0,12.0,1.0,3.0,8.0,18.0,1.0,4.0,5.0,14.0,32.0,72.0	0.33,0.96,0.95,0.94,0.97,0.95,0.94,0.93,0.98,0.94,0.92,0.91,0.90,0.89	tensor([127.8917,   7.4027])	0.03	2.25
2.52	209.27	0.95	105.0	5	0	194.0	324	4,3,4,2,4	0,4.0,10.0,33.0,40.0	0.33,0.96,0.95,0.95,0.94	tensor([209.2709,   2.5175])	0.01	2.65
9.63	9.95	0.97	3.0	2	1	296.0	303	1,2,3,4,3,4,1,3,3	0,1.0,2.0,5.0,15.0,38.0,124.0,1.0,3.0	0.19,0.91,0.83,0.81,0.82,0.83,0.85,0.99,0.96	tensor([9.9495, 9.6282])	0.02	2.45
9.94	13.94	0.86	20.0	4	2	279.0	302	3,4,2,3,2,1,3,3,3,3,3,1,3,3,3,3	0,1.0,4.0,5.0,13.0,16.0,1.0,3.0,6.0,13.0,28.0,60.0,1.0,3.0,6.0,12.0	0.3,0.98,0.96,0.95,0.93,0.92,0.97,0.94,0.92,0.89,0.87,0.85,0.98,0.95,0.92,0.88	tensor([13.9442,  9.9440])	0.03	1.95
4.08	200.95	0.95	94.0	6	0	205.0	377	3,3,3,3,4,3	0,1.0,3.0,8.0,20.0,65.0	0.3,0.98,0.96,0.94,0.93,0.93	tensor([200.9530,   4.0783])	0.01	2.65
4.09	219.26	0.98	36.0	7	0	263.0	442	3,4,3,4,2,2,4	0,1.0,4.0,11.0,38.0,46.0,55.0	0.3,0.98,0.96,0.94,0.94,0.93,0.92	tensor([219.2624,   4.0930])	0.02	2.65
3.74	346.97	1.0	13.0	7	0	286.0	569	4,2,2,3,4,4,3	0,4.0,5.0,6.0,13.0,37.0,113.0	0.33,0.96,0.95,0.94,0.93,0.93,0.93	tensor([346.9707,   3.7413])	0.01	2.5
2.52	205.35	0.98	30.0	5	0	269.0	406	4,3,4,4,2	0,4.0,10.0,33.0,114.0	0.33,0.96,0.95,0.95,0.94	tensor([205.3511,   2.5250])	0.01	2.65
2.85	310.11	0.98	57.0	6	0	242.0	502	3,3,4,3,4,3	0,1.0,3.0,10.0,27.0,93.0	0.3,0.98,0.96,0.95,0.93,0.93	tensor([310.1086,   2.8491])	0.01	2.8
1.0	299.73	0.95	129.0	4	0	170.0	334	4,4,4,4	0,4.0,13.0,45.0	0.33,0.96,0.95,0.95	tensor([299.7346,   1.0000])	0.01	2.95
8.41	104.86	0.96	41.0	7	0	258.0	491	1,2,3,3,4,3,3	0,1.0,2.0,5.0,12.0,37.0,93.0	0.19,0.91,0.83,0.81,0.79,0.80,0.81	tensor([104.8572,   8.4065])	0.01	2.5
3.72	154.14	0.96	59.0	4	1	240.0	345	4,2,3,3,2,1,4,4,4,4	0,4.0,5.0,12.0,28.0,34.0,1.0,4.0,11.0,33.0	0.33,0.96,0.95,0.94,0.93,0.92,0.98,0.95,0.94,0.93	tensor([154.1428,   3.7220])	0.02	2.6
3.74	220.91	0.98	46.0	5	1	253.0	415	4,2,4,3,1,3,3,4,3,4	0,4.0,5.0,15.0,38.0,1.0,3.0,7.0,21.0,51.0	0.33,0.96,0.95,0.95,0.94,0.98,0.96,0.95,0.94,0.93	tensor([220.9115,   3.7441])	0.02	2.6
3.75	201.72	0.95	89.0	5	0	210.0	368	4,3,3,3,3	0,4.0,10.0,25.0,63.0	0.33,0.96,0.95,0.94,0.93	tensor([201.7178,   3.7541])	0.01	2.5
6.23	139.71	0.97	40.0	5	1	259.0	417	3,2,3,3,2,3,1,4,3,3,4,4	0,1.0,2.0,5.0,12.0,14.0,31.0,1.0,4.0,9.0,19.0,53.0	0.3,0.98,0.96,0.94,0.93,0.92,0.90,0.98,0.93,0.91,0.89,0.88	tensor([139.7098,   6.2279])	0.02	2.45
5.93	115.19	0.9	50.0	4	1	299.0	444	1,4,3,3,3,1,4,4,4,3	0,1.0,4.0,11.0,29.0,77.0,1.0,4.0,14.0,50.0	0.19,0.91,0.89,0.89,0.88,0.87,0.98,0.95,0.91,0.90	tensor([115.1859,   5.9313])	0.02	2.9
8.97	60.18	0.86	87.0	6	1	212.0	324	3,2,1,4,3,2,3,3,3	0,1.0,2.0,1.0,4.0,9.0,11.0,24.0,52.0	0.3,0.98,0.96,0.95,0.90,0.90,0.88,0.86,0.85	tensor([60.1809,  8.9728])	0.02	2.15
7.48	93.21	1.0	1.0	5	1	298.0	436	1,2,3,4,1,4,4,3,4,2	0,1.0,2.0,5.0,15.0,1.0,4.0,13.0,34.0,115.0	0.19,0.91,0.83,0.81,0.82,0.96,0.89,0.88,0.87,0.88	tensor([93.2122,  7.4793])	0.02	2.6
1.61	220.56	0.94	137.0	5	0	162.0	300	3,4,3,4,4	0,1.0,4.0,11.0,38.0	0.3,0.98,0.96,0.94,0.94	tensor([220.5589,   1.6088])	0.01	2.95
1.28	469.8	0.99	50.0	5	0	249.0	559	4,4,3,3,4	0,4.0,13.0,34.0,90.0	0.33,0.96,0.95,0.94,0.93	tensor([469.8007,   1.2847])	0.01	2.8
3.76	298.65	0.99	18.0	6	0	281.0	531	4,4,2,3,3,3	0,4.0,13.0,16.0,40.0,100.0	0.33,0.96,0.95,0.95,0.94,0.93	tensor([298.6484,   3.7624])	0.01	2.5
3.76	287.05	0.99	34.0	6	0	265.0	503	4,2,4,3,3,3	0,4.0,5.0,15.0,38.0,95.0	0.33,0.96,0.95,0.95,0.94,0.93	tensor([287.0457,   3.7551])	0.01	2.5
4.73	140.04	0.9	137.0	5	0	162.0	300	1,4,3,4,4	0,1.0,4.0,11.0,38.0	0.19,0.91,0.89,0.89,0.90	tensor([140.0402,   4.7303])	0.01	2.95
