difficulty	stability	retrievability	delta_t	reps	lapses	last_date	due	r_history	t_history	p_history	states	time	factor
3.74	192.67	0.94	106.0	2	1	193.0	574	4,1,4,4	0,21.0,6.0,51.0	0.33,0.82,0.83,0.82	tensor([192.6693,   3.7382])	0.01	2.5
2.5	107.33	0.86	163.0	2	0	136.0	348	4,4	0,21.0	0.33,0.82	tensor([107.3316,   2.4997])	0.0	2.5
3.74	192.67	0.94	106.0	2	1	193.0	574	4,1,4,4	0,21.0,6.0,51.0	0.33,0.82,0.83,0.82	tensor([192.6693,   3.7382])	0.01	2.5
8.69	47.98	0.96	19.0	6	3	280.0	375	3,1,1,1,3,4,2,4,4,2	0,11.0,5.0,3.0,2.0,4.0,10.0,10.0,25.0,95.0	0.3,0.82,0.80,0.79,0.79,0.80,0.83,0.83,0.82,0.82	tensor([47.9829,  8.6909])	0.02	2.5
4.08	219.66	0.96	74.0	3	0	225.0	659	3,4,3	0,11.0,99.0	0.3,0.82,0.82	tensor([219.6633,   4.0783])	0.01	2.5
6.86	107.98	0.91	92.0	3	1	207.0	420	2,3,1,4,3,4	0,3.0,14.0,5.0,18.0,52.0	0.19,0.79,0.82,0.82,0.82,0.82	tensor([107.9818,   6.8560])	0.01	2.5
5.31	157.24	0.95	82.0	4	0	217.0	528	3,2,4,3	0,11.0,11.0,80.0	0.3,0.82,0.82,0.82	tensor([157.2424,   5.3111])	0.01	2.5
5.31	115.35	0.9	117.0	3	0	182.0	410	3,3,3	0,11.0,56.0	0.3,0.82,0.82	tensor([115.3496,   5.3148])	0.0	2.5
5.65	190.59	0.97	52.0	4	0	247.0	624	2,4,3,3	0,3.0,24.0,105.0	0.19,0.79,0.82,0.82	tensor([190.5886,   5.6474])	0.01	2.5
8.72	37.53	0.84	66.0	5	4	233.0	307	1,1,4,1,1,3,1,2,4,4,3,2	0,2.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,5.0,23.0,74.0	0.19,0.83,0.87,0.80,0.83,0.86,0.85,0.78,0.78,0.83,0.82,0.82	tensor([37.5341,  8.7223])	0.02	2.5
7.48	60.64	0.98	12.0	3	2	287.0	407	2,3,4,1,1,4,3,4	0,3.0,14.0,91.0,13.0,5.0,13.0,33.0	0.19,0.79,0.82,0.82,0.82,0.82,0.82,0.82	tensor([60.6369,  7.4849])	0.01	2.5
9.99	8.95	0.87	12.0	1	2	287.0	305	1,3,1,4,3,3,2,1,3	0,2.0,7.0,3.0,9.0,24.0,58.0,58.0,10.0	0.19,0.83,0.82,0.84,0.81,0.82,0.82,0.82,0.83	tensor([8.9536, 9.9859])	0.01	2.5
7.45	28.84	0.96	11.0	2	1	288.0	345	4,2,3,1,2,4	0,21.0,21.0,102.0,14.0,14.0	0.33,0.82,0.82,0.82,0.81,0.81	tensor([28.8353,  7.4462])	0.01	2.5
7.48	68.6	0.89	75.0	3	2	224.0	360	1,4,1,3,3,1,4,3,4	0,2.0,12.0,5.0,10.0,20.0,6.0,15.0,38.0	0.19,0.83,0.82,0.81,0.82,0.82,0.82,0.82,0.82	tensor([68.5982,  7.4849])	0.02	2.5
4.4	285.53	0.97	75.0	4	0	224.0	788	2,3,4,4	0,3.0,14.0,91.0	0.19,0.79,0.82,0.82	tensor([285.5279,   4.4034])	0.01	2.5
6.55	81.27	0.86	115.0	4	0	184.0	345	3,2,3,3	0,11.0,11.0,46.0	0.3,0.82,0.82,0.82	tensor([81.2713,  6.5476])	0.01	2.5
2.5	465.16	0.99	43.0	3	0	256.0	1175	4,3,4	0,21.0,119.0	0.33,0.82,0.82	tensor([465.1598,   2.5044])	0.01	2.5
2.5	465.16	0.99	43.0	3	0	256.0	1175	4,3,4	0,21.0,119.0	0.33,0.82,0.82	tensor([465.1598,   2.5044])	0.01	2.5
7.18	100.28	0.91	93.0	6	0	206.0	404	1,2,3,4,4,3	0,2.0,2.0,5.0,15.0,66.0	0.19,0.83,0.83,0.81,0.82,0.82	tensor([100.2840,   7.1830])	0.01	2.5
4.07	198.57	0.94	116.0	3	0	183.0	575	3,3,4	0,11.0,56.0	0.3,0.82,0.82	tensor([198.5656,   4.0745])	0.01	2.5
2.5	107.33	0.86	162.0	2	0	137.0	349	4,4	0,21.0	0.33,0.82	tensor([107.3316,   2.4997])	0.0	2.5
7.75	81.22	0.96	32.0	3	1	267.0	427	3,2,3,1,3,3,4	0,11.0,11.0,46.0,9.0,23.0,51.0	0.3,0.82,0.82,0.82,0.83,0.82,0.82	tensor([81.2240,  7.7546])	0.01	2.5
7.5	47.15	0.87	61.0	4	1	238.0	331	3,3,1,2,2,4,4	0,11.0,56.0,10.0,10.0,10.0,25.0	0.3,0.82,0.82,0.83,0.83,0.83,0.82	tensor([47.1526,  7.4951])	0.01	2.5
9.91	17.88	0.88	22.0	2	4	277.0	312	2,1,4,1,1,3,3,4,4,1,3,3	0,3.0,2.0,8.0,4.0,2.0,4.0,8.0,20.0,77.0,12.0,21.0	0.19,0.79,0.79,0.82,0.80,0.83,0.82,0.81,0.82,0.82,0.82,0.82	tensor([17.8816,  9.9136])	0.02	2.5
8.67	58.9	0.94	36.0	4	2	263.0	379	4,1,1,4,3,2,3	0,21.0,6.0,3.0,15.0,51.0,51.0	0.33,0.82,0.83,0.83,0.82,0.82,0.82	tensor([58.9044,  8.6653])	0.01	2.5
7.2	156.83	0.98	30.0	5	0	269.0	579	1,3,4,3,3	0,2.0,7.0,34.0,110.0	0.19,0.83,0.82,0.82,0.82	tensor([156.8320,   7.2034])	0.01	2.5
2.5	465.16	0.99	43.0	3	0	256.0	1175	4,3,4	0,21.0,119.0	0.33,0.82,0.82	tensor([465.1598,   2.5044])	0.01	2.5
10.0	4.89	0.82	49.0	0	3	299.0	309	3,1,4,2,2,1,4,3,1	0,11.0,5.0,30.0,30.0,30.0,8.0,20.0,49.0	0.3,0.82,0.80,0.82,0.82,0.82,0.81,0.82,0.82	tensor([ 4.8876, 10.0000])	0.01	2.5
4.4	344.03	0.99	46.0	5	0	253.0	933	2,2,4,4,4	0,3.0,3.0,18.0,113.0	0.19,0.79,0.79,0.82,0.82	tensor([344.0310,   4.3950])	0.01	2.5
8.08	97.95	0.95	45.0	4	1	254.0	448	2,3,1,3,3,4,3	0,3.0,14.0,5.0,12.0,26.0,78.0	0.19,0.79,0.82,0.82,0.82,0.82,0.82	tensor([97.9535,  8.0805])	0.01	2.5
5.32	50.03	0.86	73.0	3	0	226.0	325	3,4,2	0,11.0,99.0	0.3,0.82,0.82	tensor([50.0337,  5.3185])	0.01	2.5
2.5	465.16	0.99	42.0	3	0	257.0	1176	4,3,4	0,21.0,119.0	0.33,0.82,0.82	tensor([465.1598,   2.5044])	0.01	2.5
4.08	219.66	0.96	72.0	3	0	227.0	661	3,4,3	0,11.0,99.0	0.3,0.82,0.82	tensor([219.6633,   4.0783])	0.01	2.5
9.0	32.26	0.91	27.0	3	1	272.0	336	3,2,4,1,2,3,3	0,11.0,11.0,80.0,12.0,12.0,29.0	0.3,0.82,0.82,0.82,0.82,0.82,0.82	tensor([32.2620,  9.0022])	0.01	2.5
8.71	32.65	0.92	24.0	4	3	275.0	340	2,3,2,3,1,2,1,4,1,4,2,4,3	0,3.0,14.0,14.0,41.0,9.0,9.0,4.0,11.0,4.0,11.0,11.0,27.0	0.19,0.79,0.82,0.82,0.82,0.82,0.82,0.82,0.81,0.83,0.82,0.82,0.82	tensor([32.6495,  8.7112])	0.02	2.5
6.55	96.38	0.94	59.0	4	0	240.0	430	3,3,2,3	0,11.0,56.0,56.0	0.3,0.82,0.82,0.82	tensor([96.3777,  6.5513])	0.01	2.5
8.73	30.41	0.88	37.0	3	2	262.0	322	2,1,3,4,2,2,1,4,4,2	0,3.0,2.0,5.0,18.0,18.0,18.0,6.0,15.0,60.0	0.19,0.79,0.79,0.81,0.82,0.82,0.82,0.82,0.82,0.82	tensor([30.4140,  8.7288])	0.02	2.5
4.98	59.99	0.93	42.0	3	0	257.0	376	4,3,2	0,21.0,119.0	0.33,0.82,0.82	tensor([59.9877,  4.9849])	0.0	2.5
5.64	144.65	0.92	112.0	4	0	187.0	473	2,3,3,4	0,3.0,14.0,53.0	0.19,0.79,0.82,0.82	tensor([144.6465,   5.6400])	0.01	2.5
3.74	90.74	0.85	140.0	3	0	159.0	338	4,2,4	0,21.0,21.0	0.33,0.82,0.82	tensor([90.7390,  3.7409])	0.01	2.5
5.64	144.65	0.92	112.0	4	0	187.0	473	2,3,3,4	0,3.0,14.0,53.0	0.19,0.79,0.82,0.82	tensor([144.6465,   5.6400])	0.01	2.5
8.68	37.54	0.87	52.0	6	4	247.0	321	4,1,1,3,1,1,3,3,4,2,3,4	0,21.0,6.0,3.0,9.0,4.0,2.0,4.0,8.0,20.0,20.0,33.0	0.33,0.82,0.83,0.83,0.83,0.82,0.84,0.83,0.81,0.82,0.82,0.82	tensor([37.5406,  8.6797])	0.02	2.5
4.98	59.99	0.93	42.0	3	0	257.0	376	4,3,2	0,21.0,119.0	0.33,0.82,0.82	tensor([59.9877,  4.9849])	0.0	2.5
9.92	6.79	0.85	11.0	0	3	288.0	301	1,1,4,4,1,3,4,4,1	0,2.0,1.0,4.0,19.0,6.0,11.0,27.0,101.0	0.19,0.83,0.87,0.80,0.82,0.82,0.82,0.82,0.82	tensor([6.7924, 9.9247])	0.02	2.5
5.32	50.03	0.86	72.0	3	0	227.0	326	3,4,2	0,11.0,99.0	0.3,0.82,0.82	tensor([50.0337,  5.3185])	0.01	2.5
3.74	267.04	0.98	42.0	3	0	257.0	785	4,3,3	0,21.0,119.0	0.33,0.82,0.82	tensor([267.0356,   3.7447])	0.0	2.5
8.72	16.8	0.87	23.0	3	2	276.0	309	3,3,2,1,1,3,3,4	0,11.0,56.0,56.0,10.0,4.0,8.0,14.0	0.3,0.82,0.82,0.82,0.82,0.83,0.81,0.82	tensor([16.7962,  8.7177])	0.01	2.5
4.07	198.57	0.94	115.0	3	0	184.0	576	3,3,4	0,11.0,56.0	0.3,0.82,0.82	tensor([198.5656,   4.0745])	0.01	2.5
9.01	16.7	0.93	11.0	1	2	288.0	321	3,1,4,3,1,3	0,11.0,5.0,30.0,111.0,14.0	0.3,0.82,0.80,0.82,0.82,0.82	tensor([16.7019,  9.0097])	0.01	2.5
4.98	52.7	0.94	28.0	1	1	271.0	375	4,3,1,4	0,21.0,119.0,14.0	0.33,0.82,0.82,0.82	tensor([52.7014,  4.9822])	0.01	2.5
2.5	465.16	0.99	42.0	3	0	257.0	1176	4,3,4	0,21.0,119.0	0.33,0.82,0.82	tensor([465.1598,   2.5044])	0.01	2.5
4.98	59.99	0.93	41.0	3	0	258.0	377	4,3,2	0,21.0,119.0	0.33,0.82,0.82	tensor([59.9877,  4.9849])	0.0	2.5
3.74	90.74	0.85	139.0	3	0	160.0	339	4,2,4	0,21.0,21.0	0.33,0.82,0.82	tensor([90.7390,  3.7409])	0.01	2.5
4.98	59.99	0.93	41.0	3	0	258.0	377	4,3,2	0,21.0,119.0	0.33,0.82,0.82	tensor([59.9877,  4.9849])	0.0	2.5
10.0	2.16	0.83	10.0	0	3	299.0	303	3,2,2,1,3,3,3,2,4,1,1	0,11.0,11.0,11.0,5.0,9.0,15.0,26.0,26.0,57.0,10.0	0.3,0.82,0.82,0.82,0.80,0.81,0.82,0.82,0.82,0.82,0.83	tensor([ 2.1554, 10.0000])	0.01	2.5
2.5	107.33	0.86	160.0	2	0	139.0	351	4,4	0,21.0	0.33,0.82	tensor([107.3316,   2.4997])	0.0	2.5
4.41	91.82	0.84	154.0	3	0	145.0	326	2,4,4	0,3.0,24.0	0.19,0.79,0.82	tensor([91.8188,  4.4081])	0.01	2.5
2.5	107.33	0.86	160.0	2	0	139.0	351	4,4	0,21.0	0.33,0.82	tensor([107.3316,   2.4997])	0.0	2.5
8.7	25.61	0.91	24.0	4	4	275.0	326	2,1,4,1,3,4,2,4,1,1,3,3,3,4	0,3.0,2.0,8.0,4.0,7.0,18.0,18.0,42.0,9.0,4.0,7.0,13.0,22.0	0.19,0.79,0.79,0.82,0.80,0.82,0.82,0.82,0.82,0.82,0.82,0.83,0.82,0.82	tensor([25.6131,  8.7038])	0.02	2.5
2.5	107.33	0.86	160.0	2	0	139.0	351	4,4	0,21.0	0.33,0.82	tensor([107.3316,   2.4997])	0.0	2.5
8.75	15.32	0.97	5.0	3	1	294.0	324	2,4,2,3,1,2,2,4	0,3.0,24.0,24.0,86.0,13.0,13.0,13.0	0.19,0.79,0.82,0.82,0.82,0.81,0.81,0.81	tensor([15.3182,  8.7457])	0.01	2.5
2.5	107.33	0.86	160.0	2	0	139.0	351	4,4	0,21.0	0.33,0.82	tensor([107.3316,   2.4997])	0.0	2.5
8.73	40.05	0.83	72.0	3	2	227.0	306	2,4,1,2,3,1,4,3,3	0,3.0,24.0,7.0,7.0,16.0,5.0,13.0,34.0	0.19,0.79,0.82,0.82,0.82,0.82,0.83,0.82,0.82	tensor([40.0521,  8.7251])	0.02	2.5
6.87	153.95	0.98	24.0	3	1	275.0	579	2,4,1,3,4,3	0,3.0,24.0,7.0,22.0,101.0	0.19,0.79,0.82,0.82,0.82,0.82	tensor([153.9503,   6.8671])	0.01	2.5
2.5	107.33	0.86	160.0	2	0	139.0	351	4,4	0,21.0	0.33,0.82	tensor([107.3316,   2.4997])	0.0	2.5
5.31	46.49	0.88	58.0	1	1	241.0	333	3,4,1,4	0,11.0,99.0,13.0	0.3,0.82,0.82,0.82	tensor([46.4857,  5.3148])	0.01	2.5
7.44	88.03	0.89	93.0	6	2	206.0	380	1,1,1,3,3,3,4,3,4	0,2.0,1.0,1.0,2.0,4.0,8.0,20.0,50.0	0.19,0.83,0.87,0.82,0.83,0.82,0.81,0.82,0.82	tensor([88.0263,  7.4432])	0.02	2.5
5.64	73.41	0.84	130.0	4	0	169.0	314	2,4,2,4	0,3.0,24.0,24.0	0.19,0.79,0.82,0.82	tensor([73.4140,  5.6437])	0.01	2.5
4.98	52.7	0.95	27.0	1	1	272.0	376	4,3,1,4	0,21.0,119.0,14.0	0.33,0.82,0.82,0.82	tensor([52.7014,  4.9822])	0.01	2.5
3.74	267.04	0.98	41.0	3	0	258.0	786	4,3,3	0,21.0,119.0	0.33,0.82,0.82	tensor([267.0356,   3.7447])	0.0	2.5
8.09	43.07	0.85	68.0	4	1	231.0	316	2,1,3,4,4,2	0,3.0,2.0,5.0,18.0,85.0	0.19,0.79,0.79,0.81,0.82,0.82	tensor([43.0700,  8.0926])	0.01	2.5
3.74	267.04	0.98	40.0	3	0	259.0	787	4,3,3	0,21.0,119.0	0.33,0.82,0.82	tensor([267.0356,   3.7447])	0.0	2.5
5.65	190.59	0.97	48.0	4	0	251.0	628	2,4,3,3	0,3.0,24.0,105.0	0.19,0.79,0.82,0.82	tensor([190.5886,   5.6474])	0.01	2.5
6.55	96.38	0.94	57.0	4	0	242.0	432	3,3,2,3	0,11.0,56.0,56.0	0.3,0.82,0.82,0.82	tensor([96.3777,  6.5513])	0.01	2.5
8.73	5.38	0.98	1.0	2	5	298.0	309	2,3,3,1,3,2,1,3,3,1,1,1,3,4	0,3.0,14.0,53.0,10.0,22.0,22.0,7.0,12.0,21.0,6.0,3.0,2.0,4.0	0.19,0.79,0.82,0.82,0.82,0.82,0.82,0.81,0.82,0.82,0.83,0.82,0.81,0.81	tensor([5.3809, 8.7317])	0.02	2.5
9.92	6.49	0.94	4.0	0	2	295.0	308	4,1,3,2,3,1	0,21.0,6.0,29.0,29.0,91.0	0.33,0.82,0.83,0.82,0.82,0.82	tensor([6.4912, 9.9230])	0.01	2.5
2.5	107.33	0.86	159.0	2	0	140.0	352	4,4	0,21.0	0.33,0.82	tensor([107.3316,   2.4997])	0.0	2.5
8.44	55.53	0.95	27.0	5	0	272.0	382	1,3,4,3,2	0,2.0,7.0,34.0,110.0	0.19,0.83,0.82,0.82,0.82	tensor([55.5294,  8.4437])	0.01	2.5
8.69	76.85	0.92	57.0	6	2	242.0	394	1,2,2,1,1,3,3,4,3,3,3	0,2.0,2.0,2.0,1.0,1.0,2.0,4.0,11.0,29.0,69.0	0.19,0.83,0.83,0.83,0.87,0.82,0.83,0.82,0.82,0.82,0.82	tensor([76.8550,  8.6872])	0.02	2.5
4.74	226.82	0.96	92.0	4	0	207.0	655	1,4,4,4	0,2.0,12.0,74.0	0.19,0.83,0.82,0.82	tensor([226.8176,   4.7360])	0.01	2.5
2.5	107.33	0.86	159.0	2	0	140.0	352	4,4	0,21.0	0.33,0.82	tensor([107.3316,   2.4997])	0.0	2.5
9.91	6.29	0.86	9.0	0	3	290.0	302	4,1,3,1,3,4,1	0,21.0,6.0,29.0,8.0,22.0,85.0	0.33,0.82,0.83,0.82,0.81,0.82,0.82	tensor([6.2917, 9.9092])	0.01	2.5
6.88	87.11	0.88	110.0	4	0	189.0	361	2,3,3,3	0,3.0,14.0,53.0	0.19,0.79,0.82,0.82	tensor([87.1080,  6.8802])	0.01	2.5
4.08	219.66	0.97	70.0	3	0	229.0	663	3,4,3	0,11.0,99.0	0.3,0.82,0.82	tensor([219.6633,   4.0783])	0.01	2.5
2.84	381.98	0.98	70.0	3	0	229.0	984	3,4,4	0,11.0,99.0	0.3,0.82,0.82	tensor([381.9819,   2.8380])	0.01	2.5
5.64	168.48	0.95	72.0	4	0	227.0	560	2,3,4,3	0,3.0,14.0,91.0	0.19,0.79,0.82,0.82	tensor([168.4777,   5.6437])	0.01	2.5
8.44	55.53	0.95	27.0	5	0	272.0	382	1,3,4,3,2	0,2.0,7.0,34.0,110.0	0.19,0.83,0.82,0.82,0.82	tensor([55.5294,  8.4437])	0.01	2.5
3.74	90.74	0.86	138.0	3	0	161.0	340	4,2,4	0,21.0,21.0	0.33,0.82,0.82	tensor([90.7390,  3.7409])	0.01	2.5
8.68	35.26	0.83	66.0	4	1	233.0	303	4,1,3,2,2,3	0,21.0,6.0,29.0,29.0,29.0	0.33,0.82,0.83,0.82,0.82,0.82	tensor([35.2580,  8.6790])	0.01	2.5
7.49	96.07	0.97	27.0	3	2	272.0	462	3,1,2,2,2,3,4,1,4,4,3	0,11.0,5.0,5.0,5.0,5.0,9.0,22.0,7.0,17.0,67.0	0.3,0.82,0.80,0.80,0.80,0.80,0.81,0.82,0.81,0.82,0.82	tensor([96.0688,  7.4886])	0.02	2.5
3.74	267.04	0.98	40.0	3	0	259.0	787	4,3,3	0,21.0,119.0	0.33,0.82,0.82	tensor([267.0356,   3.7447])	0.0	2.5
3.74	267.04	0.98	39.0	3	0	260.0	788	4,3,3	0,21.0,119.0	0.33,0.82,0.82	tensor([267.0356,   3.7447])	0.0	2.5
8.75	29.2	0.94	16.0	5	4	283.0	341	4,1,1,3,1,3,4,1,3,4,2,2,4	0,21.0,6.0,3.0,9.0,4.0,7.0,18.0,6.0,11.0,26.0,26.0,26.0	0.33,0.82,0.83,0.83,0.83,0.82,0.83,0.82,0.82,0.82,0.82,0.82,0.82	tensor([29.1974,  8.7457])	0.02	2.5
5.32	50.03	0.87	69.0	3	0	230.0	329	3,4,2	0,11.0,99.0	0.3,0.82,0.82	tensor([50.0337,  5.3185])	0.01	2.5
6.21	187.92	0.99	10.0	3	1	289.0	660	4,1,3,3,3	0,21.0,6.0,29.0,113.0	0.33,0.82,0.83,0.82,0.82	tensor([187.9209,   6.2123])	0.01	2.5
3.74	267.04	0.98	39.0	3	0	260.0	788	4,3,3	0,21.0,119.0	0.33,0.82,0.82	tensor([267.0356,   3.7447])	0.0	2.5
6.22	30.51	0.92	25.0	1	1	274.0	334	4,3,1,3	0,21.0,119.0,14.0	0.33,0.82,0.82,0.82	tensor([30.5088,  6.2225])	0.0	2.5
5.31	161.44	0.96	56.0	4	0	243.0	562	3,3,2,4	0,11.0,56.0,56.0	0.3,0.82,0.82,0.82	tensor([161.4396,   5.3111])	0.01	2.5
8.1	86.24	0.98	12.0	6	0	287.0	457	2,3,2,4,2,3	0,3.0,14.0,14.0,68.0,68.0	0.19,0.79,0.82,0.82,0.82,0.82	tensor([86.2358,  8.1037])	0.01	2.5
7.49	53.99	0.96	20.0	3	4	279.0	386	1,4,4,1,1,1,3,1,4,4,3	0,2.0,12.0,74.0,12.0,5.0,3.0,5.0,3.0,8.0,35.0	0.19,0.83,0.82,0.82,0.82,0.81,0.79,0.83,0.81,0.82,0.82	tensor([53.9860,  7.4886])	0.02	2.5
6.25	161.56	0.96	68.0	7	0	231.0	550	1,3,2,2,4,4,4	0,2.0,7.0,7.0,7.0,18.0,70.0	0.19,0.83,0.82,0.82,0.82,0.82,0.82	tensor([161.5631,   6.2483])	0.02	2.5
8.73	60.11	0.92	44.0	7	2	255.0	374	4,1,1,2,4,2,2,4,3,3	0,21.0,6.0,3.0,3.0,9.0,9.0,9.0,22.0,53.0	0.33,0.82,0.83,0.83,0.83,0.82,0.82,0.82,0.82,0.82	tensor([60.1055,  8.7251])	0.02	2.5
8.69	7.13	0.87	10.0	0	2	289.0	303	4,1,3,3,1	0,21.0,6.0,29.0,113.0	0.33,0.82,0.83,0.82,0.82	tensor([7.1282, 8.6929])	0.0	2.5
5.31	115.35	0.9	112.0	3	0	187.0	415	3,3,3	0,11.0,56.0	0.3,0.82,0.82	tensor([115.3496,   5.3148])	0.0	2.5
5.3	161.61	0.97	46.0	2	1	253.0	572	3,3,1,4,4	0,11.0,56.0,10.0,56.0	0.3,0.82,0.82,0.83,0.82	tensor([161.6111,   5.3037])	0.01	2.5
7.5	60.32	0.84	100.0	8	1	199.0	318	1,1,2,3,3,3,3,2,4,4	0,2.0,1.0,1.0,2.0,4.0,8.0,14.0,14.0,33.0	0.19,0.83,0.87,0.87,0.85,0.83,0.82,0.82,0.82,0.82	tensor([60.3174,  7.4951])	0.02	2.5
5.31	161.44	0.96	56.0	4	0	243.0	562	3,3,2,4	0,11.0,56.0,56.0	0.3,0.82,0.82,0.82	tensor([161.4396,   5.3111])	0.01	2.5
3.74	90.74	0.86	137.0	3	0	162.0	341	4,2,4	0,21.0,21.0	0.33,0.82,0.82	tensor([90.7390,  3.7409])	0.01	2.5
10.0	6.09	0.82	79.0	0	2	299.0	311	3,2,3,1,3,4,1	0,11.0,11.0,46.0,9.0,23.0,79.0	0.3,0.82,0.82,0.82,0.83,0.82,0.82	tensor([ 6.0884, 10.0000])	0.01	2.5
3.74	347.22	0.99	35.0	4	0	264.0	950	4,2,3,4	0,21.0,21.0,102.0	0.33,0.82,0.82,0.82	tensor([347.2164,   3.7419])	0.01	2.5
5.97	180.17	0.99	17.0	5	0	282.0	638	1,4,4,2,4	0,2.0,12.0,74.0,74.0	0.19,0.83,0.82,0.82,0.82	tensor([180.1679,   5.9706])	0.01	2.5
6.54	105.15	0.94	64.0	5	0	235.0	443	3,2,3,2,4	0,11.0,11.0,46.0,46.0	0.3,0.82,0.82,0.82,0.82	tensor([105.1490,   6.5402])	0.01	2.5
4.41	91.82	0.85	151.0	3	0	148.0	329	2,4,4	0,3.0,24.0	0.19,0.79,0.82	tensor([91.8188,  4.4081])	0.01	2.5
7.47	127.72	0.97	41.0	8	0	258.0	510	1,2,3,2,4,3,3,4	0,2.0,2.0,5.0,5.0,13.0,33.0,77.0	0.19,0.83,0.83,0.81,0.81,0.82,0.82,0.82	tensor([127.7228,   7.4746])	0.02	2.5
9.91	10.57	0.83	20.0	1	2	279.0	300	4,2,1,3,3,1,3	0,21.0,21.0,6.0,23.0,75.0,12.0	0.33,0.82,0.82,0.83,0.82,0.82,0.82	tensor([10.5657,  9.9092])	0.01	2.5
7.77	25.92	0.97	7.0	1	2	292.0	343	3,1,4,3,1,4	0,11.0,5.0,30.0,111.0,14.0	0.3,0.82,0.80,0.82,0.82,0.82	tensor([25.9246,  7.7694])	0.01	2.5
8.71	51.87	0.95	27.0	4	2	272.0	374	3,2,3,1,1,3,4,3,3	0,11.0,11.0,46.0,9.0,4.0,7.0,18.0,45.0	0.3,0.82,0.82,0.82,0.83,0.82,0.83,0.82,0.82	tensor([51.8717,  8.7112])	0.01	2.5
7.5	26.69	0.84	46.0	2	2	253.0	306	3,2,4,1,1,4,4	0,11.0,11.0,80.0,12.0,5.0,13.0	0.3,0.82,0.82,0.82,0.82,0.81,0.82	tensor([26.6891,  7.4951])	0.01	2.5
8.7	41.92	0.9	40.0	6	1	259.0	342	1,3,1,2,4,4,2,2,4	0,2.0,7.0,3.0,3.0,9.0,38.0,38.0,38.0	0.19,0.83,0.82,0.84,0.84,0.81,0.82,0.82,0.82	tensor([41.9234,  8.7047])	0.02	2.5
8.75	47.98	0.92	40.0	8	0	259.0	354	2,2,3,2,3,3,2,4	0,3.0,3.0,10.0,10.0,22.0,45.0,45.0	0.19,0.79,0.79,0.82,0.82,0.82,0.82,0.82	tensor([47.9805,  8.7457])	0.01	2.5
7.79	28.39	0.82	55.0	4	0	244.0	300	3,3,2,2	0,11.0,56.0,56.0	0.3,0.82,0.82,0.82	tensor([28.3853,  7.7916])	0.01	2.5
6.89	52.96	0.91	46.0	4	0	253.0	358	2,4,3,2	0,3.0,24.0,105.0	0.19,0.79,0.82,0.82	tensor([52.9619,  6.8877])	0.01	2.5
8.44	66.34	0.87	93.0	5	0	206.0	337	1,3,3,3,3	0,2.0,7.0,21.0,55.0	0.19,0.83,0.82,0.82,0.82	tensor([66.3440,  8.4363])	0.01	2.5
7.45	57.21	0.98	9.0	3	1	290.0	403	4,1,3,3,2	0,21.0,6.0,29.0,113.0	0.33,0.82,0.83,0.82,0.82	tensor([57.2078,  7.4526])	0.01	2.5
3.74	267.04	0.98	38.0	3	0	261.0	789	4,3,3	0,21.0,119.0	0.33,0.82,0.82	tensor([267.0356,   3.7447])	0.0	2.5
8.44	66.34	0.87	93.0	5	0	206.0	337	1,3,3,3,3	0,2.0,7.0,21.0,55.0	0.19,0.83,0.82,0.82,0.82	tensor([66.3440,  8.4363])	0.01	2.5
6.89	52.96	0.91	46.0	4	0	253.0	358	2,4,3,2	0,3.0,24.0,105.0	0.19,0.79,0.82,0.82	tensor([52.9619,  6.8877])	0.01	2.5
2.84	381.98	0.98	68.0	3	0	231.0	986	3,4,4	0,11.0,99.0	0.3,0.82,0.82	tensor([381.9819,   2.8380])	0.01	2.5
7.46	96.69	0.91	83.0	5	1	216.0	407	1,1,3,4,3,4,3	0,2.0,1.0,2.0,6.0,17.0,67.0	0.19,0.83,0.87,0.85,0.83,0.82,0.82	tensor([96.6929,  7.4645])	0.01	2.5
4.07	198.57	0.94	111.0	3	0	188.0	580	3,3,4	0,11.0,56.0	0.3,0.82,0.82	tensor([198.5656,   4.0745])	0.01	2.5
2.5	465.16	0.99	38.0	3	0	261.0	1180	4,3,4	0,21.0,119.0	0.33,0.82,0.82	tensor([465.1598,   2.5044])	0.01	2.5
7.48	155.54	1.0	3.0	4	1	296.0	603	1,3,1,4,4,3,3	0,2.0,7.0,3.0,9.0,38.0,115.0	0.19,0.83,0.82,0.84,0.81,0.82,0.82	tensor([155.5411,   7.4821])	0.01	2.5
7.47	70.14	0.87	98.0	4	1	201.0	340	1,3,2,1,3,4,3,4	0,2.0,7.0,7.0,3.0,6.0,15.0,39.0	0.19,0.83,0.82,0.82,0.84,0.82,0.82,0.82	tensor([70.1434,  7.4709])	0.02	2.5
2.5	465.16	0.99	37.0	3	0	262.0	1181	4,3,4	0,21.0,119.0	0.33,0.82,0.82	tensor([465.1598,   2.5044])	0.01	2.5
4.07	198.57	0.94	110.0	3	0	189.0	581	3,3,4	0,11.0,56.0	0.3,0.82,0.82	tensor([198.5656,   4.0745])	0.01	2.5
2.5	465.16	0.99	37.0	3	0	262.0	1181	4,3,4	0,21.0,119.0	0.33,0.82,0.82	tensor([465.1598,   2.5044])	0.01	2.5
